File Name	Name	Bundle	Item Description	HP Bonus	Shield Bonus	Damage Bonus	Agility Bonus	Strikes Bonus	Burn Bonus	Cant Strike	Rarity	Item Type	Categories	Keywords	Rules
antacid_tablets	Antacid Tablet	Shame	Wounded: Remove all your acid and restore 2 hitpoints for each acid removed.	0	0	0	0	0	0	false	Uncommon	Tool		Acid, Wounded	Wounded: Convert all acid to 2.0x hitpoints
black_powder	Black Powder	Duty	Burn can activate 1 additional time per turn.	0	0	0	0	0	0	false	Uncommon	Tool	Unique	Burn	Persistent: Gain 0 <unknown stat>
blessed_talisman	Mask of Abundance	Shame	Whenever you gain a status effect, gain 1 additional stack.	0	0	0	0	0	0	false	Uncommon	Tool	Shimmering	Blessing	On Status Gained poison: Apply 1 poison to yourself | On Status Gained acid: Apply 1 acid to yourself | On Status Gained thorns: Apply 1 thorns to yourself | On Status Gained regeneration: Apply 1 regeneration to yourself | On Status Gained stun: Apply 1 stun to yourself | On Status Gained blind: Apply 1 blind to yourself | On Status Gained blessing: Apply 1 blessing to yourself | On Status Gained burn: Apply 1 burn to yourself
blinding_flash	Blinding Flash	Greed	Battle Start: Give yourself and the enemy 5 blind.	0	0	0	0	0	0	false	Uncommon	Scroll		Blind, Battle Start	Battle Start: Apply 5 blind to yourself | Battle Start: Apply 5 blind to your Enemy
blood_boiler	Blood Curse	Greed	Whenever you gain 3 or more hitpoints, deal 3 damage to the enemy.	0	0	0	0	0	0	false	Uncommon	Relic	Vampiric, Dark		On Stat Gain hitpoints: Deal 3 damage to your Enemy.
bramble_belt	Thorny Belt	Revenge	Battle Start: Gain 1 thorns and give the enemy 1 additional strike	0	0	0	0	0	0	false	Uncommon	Belt		Thorns, Strikes, Battle Start	Battle Start: Apply 2 thorns to yourself | Battle Start: Give enemy 1 strikes
burred_ring	Burred Ring	Revenge	Battle Start: take 5 damage and gain 10 thorns.	0	0	0	0	0	0	false	Uncommon	Jewelry	Ring	Thorns, Battle Start	Battle Start: Deal 5 damage to yourself. | Battle Start: Apply 10 thorns to yourself
calming_relic	Calming Relic	Shame	Exposed: Gain 1 blessing, repeat for each equipped 'Shimmering' item.	0	0	0	0	0	0	false	Uncommon	Relic	Unique	Blessing, Exposed	Exposed: Apply 1 blessing to yourself
chitinous_plate	Chitinous Plate	Shame	Battle Start: Gain 6 shield and 4 poison.	0	0	0	0	0	0	false	Uncommon	Body Armor		Poison, Battle Start	Battle Start: Gain 6 shield | Battle Start: Apply 4 poison to yourself
choaking_fumes	Choaking Fumes	Duty	The first time burn triggers on your enemy, give them 5 poison.	0	0	0	0	0	0	false	Uncommon	Tool		Poison, Burn	When status triggers on Enemy burn: Apply 5 poison to your Enemy
clearmetal_boots	Clearmetal Boots	Honor	While you have shield, gain 2 attack damage.	0	0	0	-1	0	0	false	Uncommon	Boots	Clearmetal		Persistent: If your shield is more than 0 ; Gain 2 attack
clearmetal_shoulder_plate	Clearmetal Shoulder Plate	Honor	Battle Start: Gain3 shield. Repeat for each equipped 'Clearmetal' item.	0	0	0	0	0	0	false	Uncommon	Body Armor	Clearmetal	Battle Start	Battle Start: Gain 3 shield
corroded_pauldrons	Corroded Pauldrons	Shame	Battle Start: Convert 1 acid into 2 attack damage.	0	0	0	0	0	0	false	Uncommon	Body Armor		Acid, Battle Start	Battle Start: Convert 1 acid to 2.0x attack
crude_shield	Crude Shield	Revenge	Exposed: Gain 7 shield.	0	0	0	0	0	0	false	Uncommon	Shield	Clearmetal	Exposed	Exposed: Gain 7 shield
dark_invokation	Dark Invocation	Greed	Exposed: Deal 7 damage to the enemy.	0	0	0	0	0	0	false	Uncommon	Tome	Dark	Exposed	Exposed: Deal 7 damage to your Enemy.
dark_stories	Dark Short Stories	Greed	If you have exactly 1 'Dark' item, it triggers an additional time.	0	0	0	0	0	0	false	Uncommon	Tool			Persistent: If ; Add repeats for category: Dark
darkmetal_armor	Darkwood Armor	Revenge	Exposed: Take 5 damage.	0	10	0	0	0	0	false	Uncommon	Body Armor	Dark	Exposed	Exposed: Deal 5 damage to yourself.
darkstone_belt	Darkstone Belt	Greed	Exposed: Deal 1 damage to the enemy, repeat 4 times.	0	0	0	0	0	0	false	Uncommon	Belt	Dark	Exposed	Exposed: Deal 1 damage to your Enemy.
darkwood_trap	Darkwood Trap	Duty	Turn Start: If the enemy doesn't have shield, deal 2 damage.	0	0	0	0	0	0	false	Uncommon	Tool	Dark		Turn Start: If your enemy's shield is 0 ; Deal 2 damage to your Enemy.
dewdrop_armor	Dewdrop Armor	Shame	Exposed: Remove 1 blessing to gain 5 shield and 2 blessing.	0	0	0	0	0	0	false	Uncommon	Body Armor	Shimmering	Blessing, Exposed	Exposed: If you have more than 0  blessing; Convert 1 blessing to 5.0x shield | Exposed: Apply 2 blessing to yourself
ember_pauldrons	Ember Pauldrons	Duty	Whenever you lose agility, give the enemy 1 burn.	0	0	0	-1	0	0	false	Uncommon	Body Armor		Burn	On Stat Loss agility: Apply 1 burn to your Enemy
engagement_ring	Engagement Ring	Duty	Battle Start: Decrease the enemy's attack damage by 2.	0	0	-2	0	0	0	false	Uncommon	Jewelry	Ring	Battle Start	Battle Start: Remove from enemy -2 attack
feelgood_shoulders	Feelgood Shoulders	Duty	Turn Start: If you are below 50% hitpoints, gain 1 regeneration.	0	0	0	0	0	0	false	Uncommon	Body Armor	Unique	Regeneration	Turn Start: If your hitpoints is less than your missing hitpoints; Apply 1 regeneration to yourself
finesse_gloves	Rebounding Gloves	Shame	Battle Start: Give the enemy 6 shield.	0	0	2	0	0	0	false	Uncommon	Gloves		Battle Start	Battle Start: Give enemy 6 shield
fire_treaders	Fire Treaders	Duty	Battle Start: If you have more agility than the enemy, give them 3 burn.	0	0	0	0	0	0	false	Uncommon	Boots		Burn, Battle Start	Battle Start: If your agility is more than your Enemy's current agility; Apply 3 burn to your Enemy
flame_broiled_armor	Flame Broiled Armor	Duty	Whenever burn triggers, gain 2 shield.	0	0	0	0	0	0	false	Uncommon	Body Armor		Burn	When status triggers on Enemy burn: Gain 2 shield | On Status Removed burn: Gain 2 shield
flaming_crown	Flaming Crown	Shame	Battle Start: Gain 1 burn.	8	0	0	0	0	0	false	Uncommon	Helmet		Burn, Battle Start	Battle Start: Apply 1 burn to yourself
ghastly_spirit	Ghastly Spirit	Shame	Exposed: Deal 5 damage to yourself and gain 15 shield.	0	0	0	0	0	0	false	Uncommon	Tool		Exposed	Exposed: Deal 5 damage to yourself. | Exposed: Gain 15 shield
glaring_spiked_pads	Glaring Spiked Shoulder Pads	Greed	Turn Start: If you have blind, gain 5 thorns.	0	0	0	0	0	0	false	Uncommon	Body Armor	Shimmering	Blind, Thorns	Turn Start: If you have more than 0  blind; Apply 5 thorns to yourself
glistening_armor	Glistening Armor	Greed	Turn Start: If you have no shield, gain 3 shield and 1 blind.	0	2	0	0	0	0	false	Uncommon	Body Armor	Shimmering	Blind	Turn Start: If your shield is 0 ; Apply 1 blind to yourself | Turn Start: If your shield is 0 ; Gain 3 shield
hardwood_belt	Hardwood Belt	Revenge	Gain 3 max hitpoints for each equipped 'Wood' item.	0	0	0	0	0	0	false	Uncommon	Body Armor	Wood		Persistent: Gain 3 Max hitpoints
hardwood_pauldrons	Hardwood Pauldrons	Revenge	Battle Start: Gain 15 max hitpoints.	0	0	0	0	0	0	false	Uncommon	Body Armor	Wood	Battle Start	Battle Start: Gain 15 Max hitpoints
jarring_launch	Jarring Launch	Chaos	Wounded: Stun the enemy for 3 turns.	0	0	-1	0	0	0	false	Rare	Jewelry	Ring	Stun, Wounded	Wounded: Apply 3 stun to your Enemy
jarring_notion	Jarring Notion	Chaos	Battle Start: Give the enemy and yourself 2 stun.	0	0	0	0	0	0	false	Uncommon	Jewelry	Ring	Stun, Battle Start	Battle Start: Apply 2 stun to yourself | Battle Start: Apply 2 stun to your Enemy
leather_boots	Purpleskin Boots	Honor	Battle Start: If you have more agility than the enemy, gain 2 attack	0	0	0	1	0	0	false	Uncommon	Boots		Battle Start	Battle Start: If your agility is more than your Enemy's current agility; Gain 2 attack
miasmic_hook	Miasmic Hook	Chaos	Battle Start: Convert half the enemy's hitpoints to their shield.	0	0	0	0	0	0	false	Uncommon	Tool		Battle Start	Battle Start: Convert half of your enemy's hitpoints to your enemy's shield
nimble_boots	Nimble Boots	Honor	Battle Start: Lose 4 shield.	0	0	1	3	0	0	false	Uncommon	Boots		Battle Start	Battle Start: Lose -4 shield
nimble_jerkin	Nimble Jerkin	Honor	Battle Start, Exposed, and Wounded: Convert 1 agility to 5 shield.	0	0	0	0	0	0	false	Uncommon	Body Armor		Battle Start, Exposed, Wounded	Battle Start: Convert 1 agility to 5.0x shield | Exposed: Convert 1 agility to 5.0x shield | Wounded: Convert 1 agility to 5.0x shield
nimble_ring	Nimble Ring	Greed	Battle Start and Wounded: Convert 4 agility to 2 additional strikes	0	0	0	0	0	0	false	Rare	Jewelry	Ring	Strikes, Battle Start, Wounded	Battle Start: Convert 4 agility to 0.5x strikes | Wounded: Convert 4 agility to 0.5x strikes
old_kings_helm	Old King's Helm	Honor	Exposed: If you have more than 20 gold, gain 10 shield.	0	0	0	0	0	0	false	Uncommon	Helmet		Exposed	Exposed: If your gold is more than 20 ; Gain 10 shield
peculiar_timepiece	Peculiar Timepiece	Honor	Turn Start: If your hitpoints are not full, convert 1 agility to restore 2 health.	0	0	0	1	0	0	false	Uncommon	Tool	Inscribed		Turn Start: If your hitpoints is less than your base hitpoints; Convert 1 agility to 2.0x hitpoints
radiant_tome	Radiant Tome	Greed	While the enemy has blind, temporarily gain 3 attack damage.	0	0	0	0	0	0	false	Uncommon	Tome	Shimmering	Blind	Persistent: If your enemy has more than 0  blind; Gain 3 attack
reinforced_gauntlet	Reinforced Gauntlet	Revenge	Turn Start: If you have shield, gain 1 additional shield	0	0	0	0	0	0	false	Uncommon	Gloves			Turn Start: If your shield is more than 0 ; Gain 1 shield
shards_of_darkness	Shards of Darkness	Greed	Battle Start: Deal 3 damage to the enemy, if they don't have armor deal 6 more damage.	0	0	0	0	0	0	false	Uncommon	Tool	Dark	Battle Start	Battle Start: Deal 3 damage to your Enemy. | Battle Start: If your enemy's shield is 0  or less; Deal 6 damage to your Enemy.
singularity_acid	Acid Singularity	Chaos	Whenever you gain hitpoints, give the enemy 1 acid. Singularity.	0	0	0	0	0	0	false	Uncommon	Tool	Singularity	Acid	On Stat Gain hitpoints: Apply 1 acid to your Enemy
singularity_clearmetal	Clearmetal Singularity	Revenge	Whenever you restore hitpoints, gain 1 shield. Singularity.	0	0	0	0	0	0	false	Uncommon	Tool	Singularity		On Stat Gain hitpoints: Gain 1 shield
singularity_holy	Blessed Singularity	Shame	Whenever you restore hitpoints, decrease a random status effect by 1. (Can only equip 1 singularity)	0	0	0	0	0	0	false	Uncommon	Tool	Shimmering, Singularity		On Stat Gain hitpoints: Remove 1 random status effect from yourself
singularity_poison	Poison Singularity	Duty	Whenever you gain hitpoints, give the enemy 1 poison. Singularity.	0	0	0	0	0	0	false	Uncommon	Tool	Singularity	Poison	On Stat Gain hitpoints: Apply 1 poison to your Enemy
singularity_thorns	Thorny Singularity	Revenge	Whenever you restore hitpoints, gain 2 thorns.	0	0	0	0	0	0	false	Uncommon	Tool	Singularity	Thorns	On Stat Gain hitpoints: Apply 2 thorns to yourself
singularity_vamp	Sanguine Singularity	Honor	Whenever you gain hitpoints, gain 1 additional hitpoint.	0	0	0	0	0	0	false	Uncommon	Relic	Vampiric, Singularity		On Stat Gain hitpoints: Gain 1 hitpoints
slow_and_steady	Slow and Steady	Honor	Battle Start: If you have less agility than the enemy, gain attack damage equal to your agility.	0	0	0	2	0	0	false	Uncommon	Scroll		Battle Start	Battle Start: If your agility is less than your Enemy's current agility; Gain  attack equal to your current agility
slow_burning_candle	Slow Burning Candle	Duty	Battle Start: Give the enemy 2 burn.	0	0	-1	0	0	0	false	Uncommon	Tool		Burn, Battle Start	Battle Start: Apply 2 burn to your Enemy
splatterback_shield	Splatterback Shield	Shame	Exposed: Give the enemy acid equal to your current attack damage.	0	3	0	0	0	0	false	Uncommon	Shield		Acid, Exposed	Exposed: Apply acid to your Enemy  equal to your current attack
stinky_shield	Stinky Shield	Shame	Battle Start: Gain 6 shield and 6 poison.	0	0	0	0	0	0	false	Uncommon	Shield		Poison, Battle Start	Battle Start: Gain 6 shield | Battle Start: Apply 6 poison to yourself
stunning_armor	Stunning Armor	Chaos	Battle Start: If you have more agility than shield, give the enemy 2 stun.	0	4	0	0	0	0	false	Uncommon	Body Armor		Stun, Battle Start	Battle Start: If your agility is more than your current shield; Apply 2 stun to your Enemy
syphoning_tether	Syphoning Tether	Honor	The first time the enemy becomes wounded: Trigger all your wounded items.	0	0	0	0	0	0	false	Uncommon	Tool	Vampiric, Unique	Wounded	When the Enemy is Wounded: Trigger all your Wounded items.
tempered_bloodthirst	Tempered Bloodthirst	Honor	If you have exactly 1 Vampiric item, it triggers 1 additional time.	0	0	0	0	0	0	false	Uncommon	Tome	Unique		Persistent: If ; Add repeats for category: Vampiric
thorn_shield	Thorn Shield	Greed	Turn Start: Convert 1 shield to 2 thorns	0	2	0	0	0	0	false	Uncommon	Shield	Jagged	Thorns	Turn Start: Convert 1 shield to 2.0x thorns
thorn_talisman	Thorn Talisman	Revenge	Whenever you gain thorns, gain 1 shield.	0	0	0	0	0	0	false	Uncommon	Relic	Unique	Thorns	On Status Gained thorns: Gain 1 shield
thorny_vest	Thorny Vest	Revenge	The first time each turn you gain thorns, restore that much health.	0	0	0	0	0	0	false	Uncommon	Body Armor		Thorns	On Status Gained thorns: Heal yourself for an amount .
toxic_buckler	Toxic Buckler	General	While you have poison, enemy strikes deal 1 less damage.	0	3	0	0	0	0	false	Uncommon	Shield		Poison	Persistent: If you have more than 0  poison; Remove from enemy -1 attack
toxic_plate	Toxic Plate	Shame	Exposed: Remove all your poison and gain 3 shield for each poison removed.	0	0	0	0	0	0	false	Uncommon	Body Armor		Poison, Exposed	Exposed: Convert all poison to 3.0x shield
truth_crystal	Blood Crystal	Honor	Battle Start: If your hitpoints are full, take 5 damage and gain 2 strikes.	0	0	0	0	0	0	false	Uncommon	Tool	Vampiric	Strikes, Battle Start	Battle Start: If your hitpoints is =; Deal 5 damage to yourself. | Battle Start: Gain 2 strikes
unholy_mirror	Unholy Mirror	Shame	Wounded: Remove all your blessing.	0	0	0	0	0	0	false	Uncommon	Tool	Unique	Blessing, Wounded	Wounded: Remove blessing from yourself  equal to your blessing stacks
virtuous_reprieve	Virtuous Reprieve	Duty	Exposed: Gain 1 regeneration, repeat for each equipped wood item.	0	0	0	0	0	0	false	Uncommon	Tool	Wood	Regeneration, Exposed	Exposed: Apply 1 regeneration to yourself
wardens_gloves	Warden's Gauntlets	Honor		0	0	0	3	0	0	false	Uncommon	Gloves			
wardens_greaves	Warden's Boots	General	Whenever you lose agility, heal yourself for 1 hitpoint.	0	0	0	0	0	0	false	Uncommon	Boots			On Stat Loss agility: Heal yourself for 1 hitpoints.
warding_necklace	Warding Necklace	Revenge	At the end of your turn: Give yourself and the enemy 2 shield.	0	0	0	0	0	0	false	Uncommon	Jewelry	Clearmetal		Turn End: Gain 2 shield | Turn End: Give enemy 2 shield
wooden_sheath	Wooden Sheath	Duty	While you have regeneration, temporarily gain 3 attack damage.	0	0	0	0	0	0	false	Uncommon	Tool	Wood	Regeneration	Persistent: If you have more than 0  regeneration; Gain 3 attack
wooden_toolkit	Woodworkers Tools	Revenge	Battle Start: If you have 0 base armor, restore hitpoints to full.	0	0	0	0	0	0	false	Uncommon	Tool	Wood, Unique	Battle Start	Battle Start: If your shield is 0 ; Heal yourself for an amount  equal to your missing hitpoints.
burning_dagger	Burning Dagger	Duty	Battle Start: Give the enemy 1 burn.	0	0	2	0	0	0	false	Common	Weapon		Burn, Battle Start	Battle Start: Apply 1 burn to your Enemy
chitinous_tibia	Sharp Stick Bug	General	Battle Start: Gain 1 additional strike.	0	0	1	0	0	0	false	Common	Weapon	Bug	Strikes, Battle Start	Battle Start: Gain 1 strikes
clearmetal_spear	Clearmetal Spear	Chaos	While you have shield, gain 2 attack damage.	0	0	2	0	0	0	false	Common	Weapon	Clearmetal		Persistent: If your shield is more than 0 ; Gain 2 attack
collectors_sword	Collector's Sword	Duty		0	0	2	0	0	0	false	Common	Weapon	Collector		
crude_blade	Crude Hewn Blade	Greed		0	0	4	-2	0	0	false	Common	Weapon	Clearmetal		
curroding_cleaver	Corroding Cleaver	Shame	Battle Start: Give the enemy and yourself 3 acid.	0	0	2	0	0	0	false	Common	Weapon		Acid, Battle Start	Battle Start: Apply 3 acid to yourself | Battle Start: Apply 3 acid to your Enemy
darkwood_staff	Darkwood Staff	Chaos	On Hit: Deal 2 damage to the enemy.	0	0	1	0	0	0	false	Common	Weapon	Dark		On Hit: Deal 2 damage to your Enemy.
elderwood_bow	Elderwood Bow	Honor	After 3 hits: Lose 2 damage.	0	0	4	0	0	0	false	Common	Weapon			On Hit: Lose -2 attack
fortifier	Fortifier	Shame		0	0	0	0	0	0	false	Common	Weapon			On Hit: Gain 1 shield | On Hit: Heal yourself for 1 hitpoints.
fury_steel	Fury Steel	Duty	Exposed: Increase your attack damage by 3.	0	2	1	0	0	0	false	Common	Weapon		Exposed	Exposed: Gain 3 attack
hardened_tenticle	Hardened Tentacle	Chaos		0	1	1	1	0	0	false	Common	Weapon			
helpers_hammer	Helper's Hammer	Duty	Wounded: Gain 4 regeneration.	0	0	2	0	0	0	false	Common	Weapon		Regeneration, Wounded	Wounded: Apply 4 regeneration to yourself
ikur_spear	Ikur's Spear	Chaos	Every 5 Strikes: Give the enemy 2 stun.	0	0	2	0	0	0	false	Common	Weapon		Stun	On Hit: Apply 2 stun to your Enemy
living_wood_club	Living Wood Club	Revenge		4	0	2	0	0	0	false	Common	Weapon	Wood		
nimble_cutlass	Nimble Cutlass	Honor		0	0	2	2	0	0	false	Common	Weapon	Inscribed		
parrying_blade	Parrying Blade	Greed		0	6	1	0	0	0	false	Common	Weapon	Jagged		
rebounding_club	Rebounding Club	Chaos	On Hit: Give the enemy 2 shield.	0	0	4	0	0	0	false	Common	Weapon			On Hit: Give enemy 2 shield
shafeek_sword	Shafeek's Diminutive Poker	General		0	0	3	0	0	0	false	Common	Weapon			
spiked_mace	Bronze Barbed Mace	Greed	On Hit: Gain 2 thorns.	0	0	1	0	0	0	false	Common	Weapon		Thorns	On Hit: Apply 2 thorns to yourself
sword_of_sickness	Sword of Sickness	Shame	Battle Start: Gain 1 poison.	0	0	3	0	0	0	false	Common	Weapon		Poison, Battle Start	Battle Start: Apply 1 poison to yourself
thirsty_blade	Thirsty Steel	Honor	On Hit: Heal for 1 hitpoint.	0	0	1	0	0	0	false	Common	Weapon	Vampiric		On Hit: Heal yourself for 1 hitpoints.
wardens_rapier	Warden's Rapier	Honor	On Hit: Lose 1 agility.	0	0	2	6	0	0	false	Common	Weapon			On Hit: Lose -1 agility
weapon_fists	Bare Fists	General	"Nothing special here..."	0	0	1	0	0	0	false	Common	Weapon			
Clearmetal_Dagger	Clearmetal Dagger	Greed	On Hit: Convert 1 shield to 1 damage.	0	0	2	0	0	0	false	Rare	Weapon	Clearmetal		On Hit: If  shield is more than 0 ; Lose -1 shield | On Hit: Gain 1 attack
CrudeGlowingStaff	Crude Glowing Staff	Shame	Your base shield is doubled.	0	1	2	0	0	0	false	Rare	Weapon	Clearmetal		Persistent: Gain  Max shield equal to your base shield
ancient_sword	Ancient Sword	Duty	Exposed: Gain shield equal to your base shield.	0	2	2	0	0	0	false	Rare	Weapon		Exposed	Exposed: Gain  shield equal to your base shield
clearmetal_mace	Clearmetal Flail	Honor	On Hit: Gain 2 shield.	0	0	2	0	0	0	false	Rare	Weapon	Clearmetal		On Hit: Gain 2 shield
dracools_axe	Draycool's Axe	Shame	Battle Start: Steal 5 hitpoints from the enemy.	0	0	4	0	0	0	false	Rare	Weapon	Vampiric	Battle Start	Battle Start: Convert 5 your enemy's hitpoints to hitpoints
flaming_sword	Flaming Sword	Duty	On Hit: Give the enemy 1 burn.	0	0	0	0	0	0	false	Rare	Weapon		Burn	On Hit: Apply 1 burn to your Enemy
giants_fingernail	Giant's Fingernail	Revenge	Every Other Turn: Gain 1 damage and restore 1 health.	0	0	3	0	0	0	false	Rare	Weapon			Turn Start: Gain 1 attack | Turn Start: Heal yourself for 1 hitpoints.
holy_scepter	Holy Scepter	Shame	Battle Start: Gain 2 blessing. On Hit: Remove 1 blessing.	0	0	1	0	0	0	false	Rare	Weapon	Shimmering	Blessing, Battle Start	Battle Start: Apply 2 blessing to yourself | On Hit: Remove 1 blessing from yourself
inconvenient_blade	Inconveniently Radiant Blade	Greed	Battle Start: Gain 3 blind.	0	0	6	0	0	0	false	Rare	Weapon	Shimmering	Blind, Battle Start	Battle Start: Apply 3 blind to yourself
nimble_bow	Nimble Bow	Revenge		0	0	1	0	2	0	false	Rare	Weapon		Strikes	
poison_dagger	Poison Dagger	Duty	On Hit: Give your enemy 2 poison.	0	0	3	0	0	0	false	Rare	Weapon		Poison	On Hit: Apply 2 poison to your Enemy
vampiric_blade	Vampiric Blade	Honor	On Hit: If the enemy doesn't have any shield, you restore hitpoints equal to your attack damage.	0	0	1	0	0	0	false	Rare	Weapon	Vampiric		On Hit: If your enemy's shield is 0 ; Heal yourself for an amount  equal to your current attack.
wounded_blade	Wounded Blade	Chaos	Exposed: Trigger wounded items.	0	0	3	0	0	0	false	Rare	Weapon		Exposed, Wounded	Exposed: Trigger all your Wounded items.
bombyxmori	Bombyx Mori	Duty	Battle Start: Give the enemy 2 burn for each negative attack you have. (Can't strike)	0	0	-2	0	0	0	true	Uncommon	Weapon		Burn, Battle Start	Battle Start: Apply burn to your Enemy  equal to your missing attack
cleansing_axe	Cleansing Axe	Shame	On Hit: Remove 2 poison from yourself, and give it to the enemy.	0	0	3	0	0	0	false	Uncommon	Weapon		Poison	On Hit: Convert 2 poison to your enemy's poison
concussive_bow	Concussive Mace	Chaos	Turn Start: If the enemy is stunned, gain 1 additional strike.	0	0	3	0	0	0	false	Uncommon	Weapon		Stun	Turn Start: If your enemy has more than 0  stun; Gain 1 strikes
dark_wand	Dark Wand	Greed	Turn Start: Deal 1 damage to the enemy. Repeat for each Dark item you have. (Can't Strike)	0	0	0	0	0	0	true	Uncommon	Weapon	Dark		Turn Start: Deal 1 damage to your Enemy.
derrimond	Derrind Mori	Chaos	Turn Start: Spend 1 agility to give the enemy 2 acid and 2 poison. (Can't strike)	0	0	0	0	0	0	true	Uncommon	Weapon		Acid, Poison	Turn Start: If your agility is more than 0 ; Lose -1 agility | Turn Start: Apply 2 poison to your Enemy | Turn Start: Apply 2 acid to your Enemy
direstone_dagger	Direstone Dagger	Honor	Wounded: Gain 5 attack damage, and take 2 damage.	0	0	2	0	0	0	false	Uncommon	Weapon	Vampiric	Wounded	Wounded: Convert 2 hitpoints to 2.5x attack
direstone_warhammer	Direstone Axe	Honor	On Hit: Take 1 damage.	0	0	5	0	0	0	false	Uncommon	Weapon	Vampiric		On Hit: Deal 1 damage to yourself.
dripping_sword	Dripping Sword	Chaos	(First Turn Only) On Hit: Give acid equal to your attack. 	0	0	2	0	0	0	false	Uncommon	Weapon		Acid	On Hit: Apply acid to your Enemy  equal to your current attack
galadanes_axe	Galadane's Axe	Revenge	While the emeny has shield, double your attack damage.	0	0	2	0	0	0	false	Uncommon	Weapon			Persistent: If your enemy's shield is more than 0 ; Gain  attack equal to your current attack
ironstone_spear	Heavy Crude Mace	Revenge	On Hit: Lose 1 agility. If your agility is 0 or less, only strike every other turn	0	0	6	1	0	0	false	Uncommon	Weapon	Clearmetal		On Hit: Lose -1 agility | On Hit: If your agility is 0  or less; Apply 1 stun to yourself
monster_sword	Monster Sword	Revenge	Whenever you would gain thorns, gain 1 attack instead.	0	0	2	0	0	0	false	Uncommon	Weapon		Thorns	On Status Gained thorns: Gain 1 attack | On Status Gained thorns: Remove thorns from yourself
multishot_bow	Multishot Bow	Honor	Whenever you gain additional strikes, gain double the amount.	0	0	2	0	0	0	false	Uncommon	Weapon		Strikes	On Stat Gain strikes: Gain  strikes
ornate_sword	Ornate Ring Sword	Greed	Battle Start: Gain 2 damage, repeat for each equiped Ring item.	0	0	1	0	0	0	false	Uncommon	Weapon		Battle Start	Battle Start: Gain 2 attack
radiant_spear	Radiant Spear	Greed	Exposed: Give the enemy 2 blind for each Shimmering item you have.	0	0	3	0	0	0	false	Uncommon	Weapon	Shimmering	Blind, Exposed	Exposed: Apply 2 blind to your Enemy
scimitar	Scimitar	Chaos	Turn Start: If the enemy is stunned, gain 1 additional stike.	0	0	3	0	0	0	false	Uncommon	Weapon		Stun, Strikes	Turn Start: If your enemy has more than 0  stun; Gain 1 strikes
shimmering_dagger	Shimmering Dagger	Greed	On Hit: Give the enemy blind equal to your current attack damage. (First turn only)	0	0	2	0	0	0	false	Uncommon	Weapon	Shimmering	Blind	On Hit: Apply blind to your Enemy  equal to your current attack
swiftstrike_rapier	Bemirian Rapier	Honor	Battle Start: If you have more speed than the enemy, gain 3 additional strikes	0	0	2	0	0	0	false	Uncommon	Weapon		Strikes, Battle Start	Battle Start: If your agility is more than your Enemy's current agility; Gain 3 strikes
thief_dagger	Thief Dagger	Duty	Battle Start: Steal 1 attack from the enemy.	0	0	1	0	0	0	false	Uncommon	Weapon		Battle Start	Battle Start: Convert 1 your enemy's attack to attack
vital_warhammer	Vital Warhammer	Duty	Turn Start: If you have regeneration, gain 1 additional strike.	0	0	3	0	0	0	false	Uncommon	Weapon		Regeneration, Strikes	Turn Start: If you have more than 0  regeneration; Gain 1 strikes
wardancer_spear	Wardancer's Spear	Honor	Whenever you restore 3 or more health gain 1 attack.	0	0	1	0	0	0	false	Uncommon	Weapon	Vampiric		On Stat Gain hitpoints: Gain 1 attack
weird_axe	Weird Axe	Chaos	On Hit: Lose 2 health, gain 4 shield.	0	0	4	0	0	0	false	Uncommon	Weapon	Clearmetal		On Hit: Convert 2 hitpoints to 2.0x shield
